馬ID,父,父系,母,母系,母父,母父系
2022103368,シャンハイボビーShanghaiBobby(米),StormBird系,キョウエイボヌール,FNo.[12],ゴールドアリュール,不明
2022103369,アポロケンタッキー,Danzig系,ナムラマッチェリ,FNo.[10-a],ディープブリランテ,不明
2022103370,オーヴァルエース,StormBird系,ハリウッドナニー,FNo.[1-w],キングカメハメハ,不明
2022103371,ホッコータルマエ,Mr.Prospector系,パイクーニャン,FNo.[9-h],フレンチデピュティFrenchDeputy(米),不明
2022103372,オーヴァルエース,StormBird系,パイルーチェ,FNo.[9-h],ナカヤマフェスタ,不明
2022103375,エスポワールシチー,Halo系,リワードクリエン,FNo.[4-d],ケイムホームCameHome(米),不明
2022103378,アメリカンペイトリオット,Danzig系,パンジェンシー,FNo.[19-b],フレンチデピュティFrenchDeputy(米),不明
2022103391,エイシンフラッシュ,Mr.Prospector系,シンハルカジョウ,FNo.[2-s],ブラックタキシード,不明
2022103393,モーニン,StormBird系,ロスカティオス,FNo.[2-s],ティンバーカントリーTimberCountry(米),不明
2022103394,ミッキーグローリー,Halo系,オヒナサマ,FNo.[8-k],カジノドライヴ,不明
2022103396,ルヴァンスレーヴ,Roberto系,クロエチャン,FNo.[8-k],スパイキュール,不明
2022103399,パイロPyro(米),SeattleSlew系,ミレナ,FNo.[21-a],リーチザクラウン,不明
2022103401,アドマイヤムーン,Mr.Prospector系,ユメカスミ,FNo.[1-l],エイシンフラッシュ,不明
2022103403,サトノアラジン,Halo系,タスクミストレス,FNo.[22],キングカメハメハ,不明
2022103404,サングレーザー,Halo系,ダイストウショウ,FNo.[5-j],サクラバクシンオー,不明
2022103406,トーセンラー,Halo系,アンジェリカス,FNo.[8-g],ハービンジャーHarbinger(英),不明
2022103411,レインボーライン,Halo系,エンジェルインメイ,FNo.[1-h],ロージズインメイRosesinMay(米),不明
2022103416,アメリカンペイトリオット,Danzig系,ソルエユニーク,FNo.[9-e],ディープインパクト,不明
2022103418,フォーウィールドライブFourWheelDrive(米),Mr.Prospector系,ニシノクローバー,FNo.[7-c],アドマイヤオーラ,不明
2022103419,サングレーザー,Halo系,ニシノフジムスメ,FNo.[A1],キングヘイロー,不明
2022103424,フィエールマン,Halo系,ローズデュルワ,FNo.[4-d],アフリートAfleet(加),不明
2022103425,アメリカンペイトリオット,Danzig系,クインズアイザ,FNo.[9-e],タイキシャトル,不明
2022103440,リオンディーズ,Mr.Prospector系,エスピナアスール,FNo.[4-p],フジキセキ,不明
2022103441,バゴBago(仏),BlushingGroom系,サングレアズール,FNo.[4-p],クロフネ,不明
2022103443,レッドファルクス,Mr.Prospector系,シティーポップ,FNo.[19-c],ロードカナロア,不明
2022103446,サンダースノーThunderSnow(愛),Danzig系,ボンボンキャスト,FNo.[2-f],ゼンノロブロイ,不明
2022103447,ゴールドドリーム,Halo系,ヤマイチシキブ,FNo.[4-r],ブライアンズタイムBrian'sTime(米),不明
2022103448,ホッコータルマエ,Mr.Prospector系,ヤマイチマロン,FNo.[4-m],エンパイアメーカーEmpireMaker(米),不明
2022103449,レッドベルジュール,Halo系,レジュールダムール,FNo.[12-c],Kingmambo(米),不明
2022103450,シルバーステート,Halo系,ロジシエロ,FNo.[4-m],ロジユニヴァース,不明
2022103453,コパノリッキー,Halo系,バックアタック,FNo.[11-c],アグネスデジタル,不明
2022103454,マジェスティックウォリアーMajesticWarrior(米),SeattleSlew系,ウエスタンアモーレ,FNo.[9-f],ブライアンズタイムBrian'sTime(米),不明
2022103457,ゴールデンマンデラ,Danzig系,ウエスタンバーキン,FNo.[22],ダンカークDunkirk(米),不明
2022103459,ダイワメジャー,Halo系,ウエスタンビジュー,FNo.[9-f],エンパイアメーカーEmpireMaker(米),不明
2022103461,ニューイヤーズデイ,Mr.Prospector系,ウエスタンユーノー,FNo.[4-n],アドマイヤコジーン,不明
2022103463,ゴールデンマンデラ,Danzig系,シシャモムスメ,FNo.[10-b],バトルプランBattlePlan(米),不明
2022103464,バゴBago(仏),BlushingGroom系,スカイノーヴァ,FNo.[17-b],ステイゴールド,不明
2022103465,サンダースノーThunderSnow(愛),Danzig系,プテリュクス,FNo.[10-a],スマートファルコン,不明
2022103466,パイロPyro(米),SeattleSlew系,ポートキャンベル,FNo.[4-d],ルーラーシップ,不明
2022103467,ニューイヤーズデイ,Mr.Prospector系,マイティーハニー,FNo.[8-h],ハーツクライ,不明
2022103469,カレンブラックヒル,Halo系,ショーエクセレント,FNo.[4],ワイルドラッシュWildRush(米),不明
2022103472,ルヴァンスレーヴ,Roberto系,ロマネクイーン,FNo.[19-b],マイネルラヴ,不明
2022103473,マクフィMakfi(英),Mr.Prospector系,ローズアダージョ,FNo.[4-k],ディープインパクト,不明
2022103478,ディーマジェスティ,Halo系,アリオーン,FNo.[13-c],スターリングローズ,不明
2022103482,ベストウォーリア,SeattleSlew系,マリアローザ,FNo.[12-c],フジキセキ,不明
2022103483,エスポワールシチー,Halo系,ラゴディラゴライ,FNo.[6-a],PurePrize,不明
2022103485,モズアスコット,sWells系,アイアムキャツアイ,FNo.[14-a],アイルハヴアナザーI'llHaveAnother(米),不明
2022103486,イスラボニータ,Halo系,アイルチャーム,FNo.[1-b],アイルハヴアナザーI'llHaveAnother(米),不明
2022103487,エピファネイア,Roberto系,アナンジュパス,FNo.[1-o],ディープインパクト,不明
2022103488,マインドユアビスケッツMindYourBiscuits(米),DeputyMinister系,アリンナ,FNo.[14-f],マツリダゴッホ,不明
2022103489,サトノアラジン,Halo系,アワフレイム,FNo.[16-g],Stroll,不明
2022103490,ロジャーバローズ,Halo系,イッツマイン,FNo.[14-b],Medicean,不明
2022103491,イスラボニータ,Halo系,イルジオーネ,FNo.[22],ワークフォースWorkforce(英),不明
2022103493,ダノンバラード,Halo系,ウェディングベール,FNo.[8-f],タートルボウルTurtleBowl(愛),不明
2022103494,ゴールドシップ,Halo系,ヴィーナスベルト,FNo.[9-c],コンデュイットConduit(愛),不明
2022103495,ウインブライト,Halo系,ヴンダーゾンネ,FNo.[14-f],グラスワンダー,不明
2022103496,ブリックスアンドモルタルBricksandMortar(米),StormBird系,エクラミレネール,FNo.[21-a],マツリダゴッホ,不明
2022103497,レッドファルクス,Mr.Prospector系,エリモフローラ,FNo.[1-k],ゼンノロブロイ,不明
2022103501,サトノクラウン,NorthernDancer系,オヒア,FNo.[10-a],ブラックタイド,不明
2022103502,ブリックスアンドモルタルBricksandMortar(米),StormBird系,オメガフレグランス,FNo.[14-c],ゴールドアリュール,不明
2022103503,リオンディーズ,Mr.Prospector系,オートクレール,FNo.[2-f],デュランダル,不明
2022103504,ウインブライト,Halo系,カムホームラッシー,FNo.[5-h],Lawman,不明
2022103505,アジアエクスプレス,StormBird系,カリスマテーラー,FNo.[4-m],アドマイヤコジーン,不明
2022103507,ダノンバラード,Halo系,キョウエイハツラツ,FNo.[9-c],オペラハウスOperaHouse(英),不明
2022103508,ビーチパトロールBeachPatrol(米),Mr.Prospector系,ギャラクシーセレブ,FNo.[1-k],ブラックタイド,不明
2022103509,ウインブライト,Halo系,クイックメール,FNo.[8-j],タイキシャトル,不明
2022103510,ウインブライト,Halo系,クイーンズトゥルー,FNo.[22-b],キングカメハメハ,不明
2022103511,ナダルNadal(米),Roberto系,クレーデリンテ,FNo.[3-d],ダイワメジャー,不明
2022103512,ダノンバラード,Halo系,グレイスノート,FNo.[2-n],ハービンジャーHarbinger(英),不明
2022103513,サトノアラジン,Halo系,グレイスミノル,FNo.[13-d],バゴBago(仏),不明
2022103514,ブリックスアンドモルタルBricksandMortar(米),StormBird系,サマーロコガール,FNo.[1-k],キングカメハメハ,不明
2022103515,マインドユアビスケッツMindYourBiscuits(米),DeputyMinister系,シグルーン,FNo.[14-f],アイルハヴアナザーI'llHaveAnother(米),不明
2022103517,ゴールドシップ,Halo系,シュエットヌーベル,FNo.[8-j],スマートファルコン,不明
2022103518,ブリックスアンドモルタルBricksandMortar(米),StormBird系,シルヴァーコード,FNo.[10-d],スウェプトオーヴァーボードSweptOverboard(米),不明
2022103520,ゴールドシップ,Halo系,シーデイライト,FNo.[5-h],ヘニーヒューズHennyHughes(米),不明
2022103521,レッドファルクス,Mr.Prospector系,ジェルヴェーズ,FNo.[7-e],メイショウサムソン,不明
2022103522,ビーチパトロールBeachPatrol(米),Mr.Prospector系,ジュリーハーツ,FNo.[3-l],ハーツクライ,不明
2022103523,ミッキーグローリー,Halo系,ストゥデンテッサStudentessa(亜),FNo.[1-p],HighYield(米),不明
2022103524,ノヴェリストNovellist(愛),Blandford系,スピリテッドエアー,FNo.[19-b],DanehillDancer(愛),不明
2022103525,キタサンブラック,Halo系,タニノジュレップ,FNo.[9-c],コロナドズクエストCoronado'sQuest(米),不明
2022103526,ウインブライト,Halo系,タニノハイクレア,FNo.[2-f],クロフネ,不明
2022103527,スワーヴリチャード,Halo系,チェアユーアップ,FNo.[22-b],エアジハード,不明
2022103528,ダノンバラード,Halo系,ツインクルスター,FNo.[22-b],サクラバクシンオー,不明
2022103529,エピファネイア,Roberto系,ツーデイズノーチス,FNo.[4-d],ヘクタープロテクターHectorProtector(米),不明
2022103530,ダイワメジャー,Halo系,ティズトレメンダス,FNo.[19-b],TizWonderful,不明
2022103531,サトノダイヤモンド,Halo系,テルヌーヴ,FNo.[20],Henrythenavigator(米),不明
2022103533,エイシンフラッシュ,Mr.Prospector系,ディスティンダリア,FNo.[1-l],ショウナンカンプ,不明
2022103534,ブリックスアンドモルタルBricksandMortar(米),StormBird系,デスティニーソング,FNo.[1-l],メイショウボーラー,不明
2022103537,ビーチパトロールBeachPatrol(米),Mr.Prospector系,ナンヨーユナ,FNo.[1-w],ジャングルポケット,不明
2022103538,ゴールドドリーム,Halo系,ニューコローラ,FNo.[13-e],NewApproach,不明
2022103539,ウインブライト,Halo系,ヌーナ,FNo.[2-n],Congrats(米),不明
2022103540,カリフォルニアクロームCaliforniaChrome(米),SeattleSlew系,ネオヴィクトリア,FNo.[3-o],ディープインパクト,不明
2022103543,エイシンフラッシュ,Mr.Prospector系,ハッピーダイアリー,FNo.[14-c],アグネスタキオン,不明
2022103544,ミッキーグローリー,Halo系,ハナザカリ,FNo.[8-i],ルーラーシップ,不明
2022103546,キズナ,Halo系,パラダイスガーデン,FNo.[13-c],ClosingArgument,不明
2022103547,ブリックスアンドモルタルBricksandMortar(米),StormBird系,ビスカリア,FNo.[16-h],ヴァーミリアン,不明
2022103548,キズナ,Halo系,ビーコンターンBeaconTarn(英),FNo.[6-e],Shamardal(米),不明
2022103549,ビーチパトロールBeachPatrol(米),Mr.Prospector系,ファミリーズオナー,FNo.[16-h],デュランダル,不明
2022103551,マジェスティックウォリアーMajesticWarrior(米),SeattleSlew系,フィアレス,FNo.[16-g],スペシャルウィーク,不明
2022103554,キタサンブラック,Halo系,ブランメジェール,FNo.[1-p],Hansen,不明
2022103555,エポカドーロ,Halo系,ブレイズガール,FNo.[4-m],ローレルゲレイロ,不明
2022103556,ビッグアーサー,テスコボーイ系,ブレッシングテレサ,FNo.[8-f],マンハッタンカフェ,不明
2022103558,ウインブライト,Halo系,プレシャスドロップ,FNo.[4-d],フレンチデピュティFrenchDeputy(米),不明
2022103559,ノヴェリストNovellist(愛),Blandford系,ヘレナモルフォ,FNo.[2-n],ジャングルポケット,不明
2022103560,ブリックスアンドモルタルBricksandMortar(米),StormBird系,ホウオウクリスティ,FNo.[4-r],ハーツクライ,不明
2022103561,イスラボニータ,Halo系,ホノカ,FNo.[8-h],ロージズインメイRosesinMay(米),不明
2022103562,アジアエクスプレス,StormBird系,ポップシンガー,FNo.[9-f],スマートファルコン,不明
2022103563,ルヴァンスレーヴ,Roberto系,マイネホコモモラ,FNo.[8-g],ロージズインメイRosesinMay(米),不明
2022103564,ノヴェリストNovellist(愛),Blandford系,マックスユーキャン,FNo.[11-c],ゴールドアリュール,不明
2022103565,ミッキーグローリー,Halo系,マルーンドロップ,FNo.[4-d],コンデュイットConduit(愛),不明
2022103566,ゴールドドリーム,Halo系,ミスパイロ,FNo.[3-f],パイロPyro(米),不明
2022103568,スノードラゴン,Caro系,メドゥーサ,FNo.[1-o],メイショウサムソン,不明
2022103569,キズナ,Halo系,メリッサ,FNo.[3-l],ホワイトマズルWhiteMuzzle(英),不明
2022103570,エイシンフラッシュ,Mr.Prospector系,モアナブルー,FNo.[4-d],ローエングリン,不明
2022103571,マツリダゴッホ,Halo系,モトヒメ,FNo.[3-o],ショウナンカンプ,不明
2022103572,ミッキーグローリー,Halo系,ヤマサラグランジュ,FNo.[1-w],サクラバクシンオー,不明
2022103573,ビーチパトロールBeachPatrol(米),Mr.Prospector系,ヤマトサクラコ,FNo.[1-w],ディープインパクト,不明
2022103575,エピファネイア,Roberto系,ライジングリーズン,FNo.[7-c],ブラックタイド,不明
2022103576,ダノンバラード,Halo系,ラステラ,FNo.[14-c],サッカーボーイ,不明
2022103577,ジャスタウェイ,Halo系,ラズールリッキー,FNo.[4-d],スタチューオブリバティStatueofLiberty(米),不明
2022103578,ダノンバラード,Halo系,ラタンドレス,FNo.[9-c],エンパイアメーカーEmpireMaker(米),不明
2022103579,NoNayNever,StormBird系,ラチェーヴェ,FNo.[1-d],DanehillDancer(愛),不明
2022103583,ブリックスアンドモルタルBricksandMortar(米),StormBird系,ルミナスレッド,FNo.[1-n],トーセンダンス,不明
2022103584,ミッキーグローリー,Halo系,ルーチェソラーレ,FNo.[9-c],アイルハヴアナザーI'llHaveAnother(米),不明
